pub_ID,pub_year,first_author,source,suborder,family,species,species_OTL,roost_type,pd,country,hemisphere,lat,lon,clim_ID,study_year,mean_year_study,sex,age,date_pre,date_max,date_post,month_num_pre,month_num_max,month_num_post,days_dif,month_pre,month_max,month_post,value_pre_mean,value_pre_SD,pre_n,value_max_mean,value_max_SD,max_n,value_post_mean,value_post_SD,post_n,pre_post,mass_g,abs_diff,abs_vi,rel_diff,lnRR,lnRR_vi,notes,title,ref
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-30.58660093,151.5951913,Cfb,1960-1963,1961,Male,Adult,,,,,6,9,91.251,,Jun,Sep,,,,17.67281106,1.216589862,39,13.94009217,0.718894009,35,post,13.94009217,3.732718894,0.052717008,26.7768595,0.237258343,0.000197496,,,
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-30.58660093,151.5951913,Cfb,1960-1963,1961,Female,Adult,,,,4,5,,30.417,Apr,May,,14.13425926,0.601851852,12,17.58333333,0.763888889,6,,,,pre,14.13425926,3.449074074,0.127439843,24.40222732,0.218349899,0.000465658,,,
54,1964,Dwyer,Fig 5,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-30.58660093,151.5951913,Cfb,1960-1963,1961,Female,Adult,,,,,5,9,121.668,,May,Sep,,,,17.58333333,0.763888889,6,13.60185185,1.157407407,29,post,13.60185185,3.981481481,0.143447197,29.27161334,0.256745535,0.000564239,,,
55,,Wu,raw data,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-33.80319187,150.0186175,Cfb,2023,2023,Female,Adult,,,,,5,8,91.251,,May,Aug,,,,17.4,1.25,40,13.3,0.782,31,post,13.3,4.1,0.058789081,30.82706767,0.268706171,0.00024054,,,this study
55,,Wu,raw data,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-33.80319187,150.0186175,Cfb,2023,2023,Male,Adult,,,,,5,8,91.251,,May,Aug,,,,15.8,0.91,42,13.7,0.884,20,post,13.7,2.1,0.058789467,15.32846715,0.142614107,0.000287158,,,
55,,Wu,raw data,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-31.09408531,152.6886378,Cfa,2023,2023,Female,Adult,,,,,5,8,91.251,,May,Aug,,,,14.8,1.06,2,12.9,0.294,12,post,12.9,1.9,0.569003,14.72868217,0.137399869,0.002608113,,,
55,,Wu,raw data,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-31.09408531,152.6886378,Cfa,2023,2023,Male,Adult,,,,,5,8,91.251,,May,Aug,,,,14.7,1.01,11,13.7,0.691,31,post,13.7,1,0.108138977,7.299270073,0.070451661,0.00051122,,,
55,,Wu,raw data,Yangochiroptera,Miniopteridae,Miniopterus australis,Miniopterus australis,cave,,Australia,southern,-31.09408531,152.6886378,Cfa,2023,2023,Female,Adult,,,,,5,7,60.834,,May,Jul,,,,6.4875,0.25527763,17,6.658824,0.31151404,35,post,6.658824,-0.171324,0.006605933,-2.572886744,-0.026065644,0.00015361,,,
55,,Wu,raw data,Yangochiroptera,Miniopteridae,Miniopterus australis,Miniopterus australis,cave,,Australia,southern,-31.09408531,152.6886378,Cfa,2023,2023,Male,Adult,,,,,5,7,60.834,,May,Jul,,,,6.575,0.17507762,24,6.82,0.35629674,20,post,6.82,-0.245,0.007624542,-3.592375367,-0.036584894,0.000166009,,,
56,2024,Reimer,raw data,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,Canada,northern,60.04011247,-112.6999785,Dfc,2011-2012,2011,Female,Adult,,,,7,9,,60.834,Jul,Sep,,8.662999453,0.563765736,75,10.87887247,0.483305966,6,,,,pre,8.662999453,2.215873016,0.043168534,25.57858889,0.227761583,0.000385414,,Seasonal phenology of the little brown bat (Myotis lucifugus) at 60｡ N,https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ecs2.4778
56,2024,Reimer,raw data,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,Canada,northern,60.04011247,-112.6999785,Dfc,2011-2012,2011,Male,Adult,,,,7,9,,60.834,Jul,Sep,,7.512479475,0.802955665,62,9.979200876,0.470717022,24,,,,pre,7.512479475,2.466721401,0.019631268,32.83498357,0.283937447,0.000276965,,,
56,2024,Reimer,raw data,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,Canada,northern,60.04011247,-112.6999785,Dfc,2011-2012,2011,Female,Adult,,,,,9,5,243.336,,Sep,May,,,,10.87887247,0.483305966,6,8.472523262,0.471811713,21,post,8.472523262,2.406349206,0.049531076,28.40180112,0.249994233,0.000476617,,,
56,2024,Reimer,raw data,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,Canada,northern,60.04011247,-112.6999785,Dfc,2011-2012,2011,Male,Adult,,,,,9,5,243.336,,Sep,May,,,,9.979200876,0.470717022,24,7.758401752,0.469622332,5,post,7.758401752,2.220799124,0.053341298,28.6244409,0.251726661,0.000825504,,,
57,2024,L用ez-Roig,Table 1,Yangochiroptera,Miniopteridae,Miniopterus schreibersii schreibersii,Miniopterus schreibersii schreibersii,cave,,Spain,northern,41.65,2.016667,Cfa,1998ﾐ2007,2002,Female,Adult,,,,,12,2,60.834,,Dec,Feb,,,,16.29,0.944351629,182,13.64,1.005584407,158,post,13.64,2.65,0.0113,19.42815249,0.17754477,5.29E-05,,Thinner bats to face hibernation as response to climate warming,https://www.nature.com/articles/s41598-024-52459-9
57,2024,L用ez-Roig,Table 1,Yangochiroptera,Miniopteridae,Miniopterus schreibersii schreibersii,Miniopterus schreibersii schreibersii,cave,,Spain,northern,41.65,2.016667,Cfa,2008ﾐ2017,2012,Female,Adult,,,,,12,2,60.834,,Dec,Feb,,,,15.94,0.891964125,221,13.43,0.897997773,224,post,13.43,2.51,0.0072,18.68950112,0.171340663,3.41E-05,,,
57,2024,L用ez-Roig,Table 1,Yangochiroptera,Miniopteridae,Miniopterus schreibersii schreibersii,Miniopterus schreibersii schreibersii,cave,,Spain,northern,41.65,2.016667,Cfa,1998ﾐ2007,2002,Male,Adult,,,,,12,2,60.834,,Dec,Feb,,,,16.79,1.122853508,197,13.97,1.17,169,post,13.97,2.82,0.0145,20.1861131,0.183871298,6.42E-05,,,
57,2024,L用ez-Roig,Table 1,Yangochiroptera,Miniopteridae,Miniopterus schreibersii schreibersii,Miniopterus schreibersii schreibersii,cave,,Spain,northern,41.65,2.016667,Cfa,2008ﾐ2017,2012,Male,Adult,,,,,12,2,60.834,,Dec,Feb,,,,16.29,1.139824548,203,13.83,0.801560977,257,post,13.83,2.46,0.0089,17.78741866,0.163711277,3.72E-05,,,
58,,Langguth,raw data,Yangochiroptera,Miniopteridae,Miniopterus orianae bassanii,Miniopterus orianae bassanii,cave,,Australia,southern,-38.33800459,141.4872367,Csb,2023-2024,2023,Female,Adult,,,,,5,7,60.834,,May,Jul,,,,16.96667,1.9039433,9,14.51857,0.5823673,14,post,14.51857,2.4481,0.427002907,16.86185347,0.155822312,0.001514102,,,prelim study
58,,Langguth,raw data,Yangochiroptera,Miniopteridae,Miniopterus orianae bassanii,Miniopterus orianae bassanii,cave,,Australia,southern,-38.33800459,141.4872367,Csb,2023-2024,2023,Male,Adult,,,,,5,7,60.834,,May,Jul,,,,18.07778,1.5550886,18,15.98469,1.3285063,32,post,15.98469,2.09309,0.189504062,13.09434215,0.123052171,0.000626958,,,
59,1982,Hall,Table 1,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-35.72257228,149.6913458,,,1972,Both,Adult,,,,,6,7,30.417,,Jun,Jul,,,,19.2,1.2,15,15.5,1.2,21,post,15.5,3.7,0.164571429,23.87096774,0.214070255,0.000545834,,"The effect of cave microclimate on winter roosting behaviour in the bat, Miniopterus schreibersii blepotis",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1442-9993.1982.tb01586.x?casa_token=wOZcdoAdwcMAAAAA:xGUvfe39QxChLYCiqAZsl5W-O79feBjf86Vzg6d8X54gmHjaCCEMc7v41CkAVkvFlmsbfpe1ycImdO0U
59,1982,Hall,Table 1,Yangochiroptera,Miniopteridae,Miniopterus orianae oceanensis,Miniopterus orianae oceanensis,cave,,Australia,southern,-35.72257228,149.6913458,,,1973,Both,Adult,,,,5,6,,30.417,May,Jun,,14.8,1.1,15,19.1,1.3,27,,,,pre,14.8,4.3,0.143259259,29.05405405,0.255061154,0.00053985,,,
60,2024,Klyes,Table 1,Yangochiroptera,Vespertilionidae,Plecotus auritus,Plecotus auritus,cave,,Poland,northern,50.44970676,18.84990944,,2003-2004,2003,Both,Adult,,8/11/2003,13/3/2004,,,,126,,Nov,Mar,,,,9.9,0.86,38,7.3,1.22,25,post,7.3,2.6,0.078999158,35.61643836,0.304660409,0.001315791,,Wintering Conditions and Heat Loss during Hibernation in the Brown Long-Eared Bat,https://www.mdpi.com/2076-3417/14/2/716
61,1989,Pistole,Table 1,Yangochiroptera,Vespertilionidae,Eptesicus fuscus,Eptesicus fuscus,broad,,USA,northern,40.3906759,-86.33992873,,1984-1986,1985,Female,Adult,,15/11/1985,16/3/1986,,,,121,,Nov,Mar,,,,20.9,4.233202098,7,13.9,1.788854382,5,post,13.9,7,3.2,50.35971223,0.407860319,0.00917313,,Sexual differences in the annual lipid cycle of the big brown bat Eptesicus fuscus,https://cdnsciencepub.com/doi/abs/10.1139/z89-270
61,1989,Pistole,Table 1,Yangochiroptera,Vespertilionidae,Eptesicus fuscus,Eptesicus fuscus,broad,,USA,northern,40.3906759,-86.33992873,,1984-1986,1985,Male,Adult,,16/11/1985,15/3/1986,,,,119,,Nov,Mar,,,,19.5,3.801315562,5,14.2,1.959591794,7,post,14.2,5.3,3.438571429,37.32394366,0.317172501,0.010320812,,,
61,1989,Pistole,Table 1,Yangochiroptera,Vespertilionidae,Eptesicus fuscus,Eptesicus fuscus,broad,,USA,northern,40.3906759,-86.33992873,,1984-1986,1985,Female,Adult,15/7/1985,15/11/1985,,,,,123,Jul,Nov,,14.9,3.676955262,8,20.9,4.233202098,7,,,,pre,14.9,6,4.25,40.26845638,0.338387946,0.013472941,,,
61,1989,Pistole,Table 1,Yangochiroptera,Vespertilionidae,Eptesicus fuscus,Eptesicus fuscus,broad,,USA,northern,40.3906759,-86.33992873,,1984-1986,1985,Male,Adult,15/7/1985,16/11/1985,,,,,124,Jul,Nov,,15.3,4.74341649,10,19.5,3.801315562,5,,,,pre,15.3,4.2,5.14,27.45098039,0.242561637,0.017211951,,,
62,2023,Whiting,Table 1,Yangochiroptera,Vespertilionidae,Corynorhinus townsendii,Corynorhinus townsendii,cave,,USA,northern,43.51979562,-112.0459324,,1987-1988,1987,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,13,0.76,12,10,0.66,12,post,10,3,0.084433333,30,0.262364264,0.000647813,,Overwinter Mass Loss of Townsend's Big-Eared Bats in Five Caves,https://bioone.org/journals/northwest-science/volume-96/issue-1-2/046.096.0103/Overwinter-Mass-Loss-of-Townsends-Big-Eared-Bats-in-Five/10.3955/046.096.0103.short
62,2023,Whiting,Table 2,Yangochiroptera,Vespertilionidae,Corynorhinus townsendii,Corynorhinus townsendii,cave,,USA,northern,43.51979562,-112.0459324,,1987-1988,1987,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,11,0.43,7,8.7,0.52,18,post,8.7,2.3,0.041436508,26.43678161,0.234572247,0.00041677,,,
62,2023,Whiting,Table 1,Yangochiroptera,Vespertilionidae,Corynorhinus townsendii,Corynorhinus townsendii,cave,,USA,northern,43.05171633,-114.2128122,,1987-1988,1987,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,13.6,0.85,6,11,0.31,6,post,11,2.6,0.136433333,23.63636364,0.21217452,0.000783411,,,
62,2023,Whiting,Table 2,Yangochiroptera,Vespertilionidae,Corynorhinus townsendii,Corynorhinus townsendii,cave,,USA,northern,43.05171633,-114.2128122,,1987-1988,1987,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,11,0.42,8,8.9,0.38,8,post,8.9,2.1,0.0401,23.59550562,0.211843996,0.000410107,,,
62,2023,Whiting,Table 2,Yangochiroptera,Vespertilionidae,Corynorhinus townsendii,Corynorhinus townsendii,cave,,USA,northern,43.31793648,-113.8940355,,1987-1988,1987,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,14.1,0.83,13,11,0.81,13,post,11,3.1,0.103461538,28.18181818,0.248279525,0.000683649,,,
